hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email
City Hotel,1,93,2016,August,32,3,1,4,Online TA,CN,134.1,Jacqueline.Wood@zoho.com
City Hotel,1,177,2016,August,32,3,1,4,Online TA,CN,123.75,Kelsey_P@yahoo.com
City Hotel,1,186,2016,August,32,3,2,5,Online TA,PRT,112.2,SharonSchaefer@gmail.com
City Hotel,1,186,2016,August,32,3,2,5,Online TA,PRT,112.2,AJarvis@att.com
City Hotel,1,199,2016,August,32,3,2,5,Direct,FRA,80.75,Bruce_S@aol.com
City Hotel,1,180,2016,August,32,3,2,5,Online TA,PRT,112.2,PMoore@aol.com
City Hotel,1,180,2016,August,32,3,2,5,Online TA,PRT,129.7,Thompson_Matthew@verizon.com
City Hotel,1,170,2016,August,32,3,2,5,Online TA,FRA,114.75,Cathy.W@protonmail.com
City Hotel,1,199,2016,August,32,3,2,5,Online TA,FRA,80.75,Garner.Tracy@outlook.com
City Hotel,1,101,2016,August,32,3,2,6,Online TA,ESP,107.1,Scott_H@mail.com
City Hotel,1,142,2016,August,32,3,2,6,Online TA,FRA,104.76,Evelyn_M@att.com
City Hotel,1,142,2016,August,32,3,2,6,Online TA,FRA,104.76,Stark.Sean52@zoho.com
City Hotel,1,391,2016,August,32,4,0,1,Groups,PRT,59,Jennifer_Howell95@protonmail.com
City Hotel,1,391,2016,August,32,4,0,1,Groups,PRT,59,Crystal.Green@mail.com
City Hotel,1,45,2016,August,32,4,0,1,Online TA,NLD,152.1,Baker.Jason@aol.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Mendoza.Jessica19@verizon.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Buchanan_Elizabeth@comcast.net
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,JFletcher49@yandex.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Smith_Michael@xfinity.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,NSmith@att.com
City Hotel,1,160,2016,August,32,4,0,2,Online TA,GBR,94.5,Frank.Williams77@outlook.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Julie.Williams@att.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Charles_Young@yahoo.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Julie.Perkins76@comcast.net
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Mrs._D@yahoo.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,CharlesRoss@zoho.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Angelica_R19@hotmail.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,ESullivan@comcast.net
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Karen_B33@xfinity.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,JordanThompson@yahoo.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Harold.Johnson@xfinity.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,SFernandez@hotmail.com
City Hotel,1,206,2016,August,32,4,0,2,Online TA,ESP,105.3,Henry_Murphy@yahoo.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Ronald_Foster@att.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Elizabeth_S@protonmail.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,BSchroeder@hotmail.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Ronald_J@zoho.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,DeannaParker@protonmail.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Ingram.Christina@xfinity.com
City Hotel,0,214,2016,August,32,4,0,2,Online TA,IRL,105.3,AnaFaulkner@gmail.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Michelle.Reese@gmail.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Scott.Jordan63@hotmail.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,VHernandez@yandex.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,MD.Troy17@att.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Amber.T16@att.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Harris.Scott51@yahoo.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Myers.Mary42@hotmail.com
City Hotel,1,250,2016,August,32,4,0,2,Direct,PRT,90.25,Eric.Jones45@yandex.com
City Hotel,1,391,2016,August,32,4,0,2,Groups,PRT,62,Lauren.B89@zoho.com
City Hotel,1,250,2016,August,32,4,0,2,Direct,PRT,90.25,King.Stephanie@protonmail.com
City Hotel,1,166,2016,August,32,4,0,3,Online TA,AUT,137.7,Jon.J@comcast.net
City Hotel,1,196,2016,August,32,4,0,3,Online TA,ESP,105.3,Jonathan_D@outlook.com
City Hotel,1,6,2016,August,32,4,0,3,Online TA,FRA,166,Lindsey.B@att.com
City Hotel,1,178,2016,August,32,4,0,3,Online TA,ITA,108.3,SHarris52@yahoo.com
City Hotel,1,192,2016,August,32,4,1,3,Online TA,FRA,114.75,Anita.Lopez@comcast.net
City Hotel,1,205,2016,August,32,4,1,3,Online TA,PRT,80.75,KarenWhitehead@protonmail.com
City Hotel,1,53,2016,August,32,4,1,3,Online TA,DEU,135.9,NicholasSmith@verizon.com
City Hotel,1,205,2016,August,32,4,1,3,Online TA,PRT,80.75,Mr..IV@verizon.com
City Hotel,1,7,2016,August,32,4,0,3,Online TA,ESP,151,Martin_Margaret@yahoo.com
City Hotel,1,192,2016,August,32,4,1,3,Online TA,FRA,99.45,Chambers.Matthew@verizon.com
City Hotel,1,192,2016,August,32,4,1,3,Online TA,FRA,130.05,LindaJordan@yandex.com
City Hotel,1,41,2016,August,32,4,1,3,Direct,BRA,183.3,Brian_Schwartz@protonmail.com
City Hotel,1,138,2016,August,32,4,2,3,Online TA,BRA,104.55,Mark.Jackson@verizon.com
City Hotel,1,86,2016,August,32,4,2,3,Offline TA/TO,PRT,82.45,Ryan_B@outlook.com
City Hotel,1,171,2016,August,32,4,2,3,Online TA,FRA,92.82,Keith_P42@verizon.com
City Hotel,1,147,2016,August,32,4,2,5,Direct,PRT,188.42,Torres.Melissa46@outlook.com
City Hotel,1,181,2016,August,32,4,2,5,Online TA,PRT,129.7,MariaSnyder@aol.com
City Hotel,1,151,2016,August,32,4,2,5,Online TA,FRA,136.12,Renee_B@yahoo.com
City Hotel,1,90,2016,August,32,4,2,4,Online TA,FRA,135.9,StaceyHill@comcast.net
City Hotel,1,181,2016,August,32,4,2,5,Online TA,PRT,112.2,RMD14@zoho.com
City Hotel,1,159,2016,August,32,5,0,1,Online TA,PRT,118.3,AStephens@xfinity.com
City Hotel,1,159,2016,August,32,5,0,1,Online TA,PRT,105.3,Dixon_Kenneth@mail.com
City Hotel,1,216,2016,August,32,5,0,1,Online TA,GBR,96.3,Ryan.E63@mail.com
City Hotel,1,216,2016,August,32,5,0,1,Online TA,GBR,177.3,ALucas14@att.com
City Hotel,1,81,2016,August,32,5,0,2,Online TA,GBR,131.4,Megan.Martinez@yahoo.com
City Hotel,1,238,2016,August,32,5,0,2,Online TA,NLD,86.75,Nicholas_P@aol.com
City Hotel,1,207,2016,August,32,5,0,2,Online TA,BRA,105.3,King.Ryan@verizon.com
City Hotel,1,81,2016,August,32,5,0,2,Online TA,GBR,131.4,NSanders@aol.com
City Hotel,1,237,2016,August,32,5,0,2,Online TA,NLD,86.5,Jared.H@hotmail.com
City Hotel,0,229,2016,August,32,5,1,2,Online TA,DEU,96.3,Russell.Watts@verizon.com
City Hotel,1,109,2016,August,32,5,1,2,Online TA,VGB,100.5,RAnderson@yandex.com
City Hotel,1,94,2016,August,32,5,1,2,Online TA,CN,134.1,Anthony.Odonnell@mail.com
City Hotel,0,229,2016,August,32,5,1,2,Online TA,DEU,96.3,ErinGordon@verizon.com
City Hotel,1,159,2016,August,32,5,1,2,Online TA,FRA,143.7,Katrina_Mitchell@att.com
City Hotel,1,115,2016,August,32,5,1,2,Online TA,HUN,120.3,Scott_Kathy@hotmail.com
City Hotel,1,142,2016,August,32,5,1,2,Online TA,MAR,243.6,MSmith@yandex.com
City Hotel,0,229,2016,August,32,5,1,2,Online TA,DEU,96.3,Parks_Jennifer@protonmail.com
City Hotel,1,166,2016,August,32,5,2,2,Online TA,GBR,99.45,Jeff_P12@protonmail.com
City Hotel,1,166,2016,August,32,5,2,2,Online TA,GBR,99.45,JRichardson@mail.com
City Hotel,1,119,2016,August,32,5,2,2,Online TA,USA,144.45,Austin.Alvarez@xfinity.com
City Hotel,1,171,2016,August,32,5,2,2,Online TA,ITA,99.45,Lisa_S@aol.com
City Hotel,1,207,2016,August,32,5,2,3,Online TA,ITA,90.95,Gibson_Tanner@mail.com
City Hotel,1,166,2016,August,32,5,2,5,Online TA,MAR,89.25,Alexandra_Johnson@outlook.com
City Hotel,1,116,2016,August,32,5,2,5,Online TA,USA,145.41,Antonio_Sharp@aol.com
City Hotel,1,3,2016,August,32,6,0,1,Online TA,ESP,139,ChristineKlein50@yandex.com
City Hotel,1,147,2016,August,32,6,0,1,Online TA,FRA,114.3,Gregory_Yates@aol.com
City Hotel,1,218,2016,August,32,6,0,1,Online TA,FRA,96.3,Harris_Meagan@outlook.com
City Hotel,1,78,2016,August,32,6,0,1,Direct,GBR,101.15,Mccormick.Mr.@gmail.com
City Hotel,1,167,2016,August,32,6,0,1,Online TA,ISR,105.3,EdwardSkinner@yandex.com
City Hotel,1,115,2016,August,32,6,0,1,Online TA,PRT,146.7,LauraMD@gmail.com
City Hotel,1,167,2016,August,32,6,0,1,Online TA,ISR,105.3,AStone@protonmail.com
City Hotel,0,235,2016,August,32,6,1,1,Online TA,PRT,105.3,MD.Andrea23@hotmail.com
City Hotel,1,196,2016,August,32,6,1,1,Online TA,GBR,85.5,BChapman@protonmail.com
City Hotel,1,73,2016,August,32,6,1,1,Online TA,FRA,140.4,Kimberly_G@aol.com
City Hotel,1,73,2016,August,32,6,1,1,Online TA,FRA,131.4,Kathryn_O@mail.com
City Hotel,1,216,2016,August,32,6,1,1,Online TA,GBR,177.3,MDelgado@gmail.com
City Hotel,1,121,2016,August,32,6,1,1,Direct,PRT,97.75,Nicole.Williams@att.com
City Hotel,1,92,2016,August,32,6,1,1,Direct,PRT,101.15,Joanne_Stanton62@outlook.com
City Hotel,1,196,2016,August,32,6,1,1,Online TA,GBR,128.7,Paul_Smith53@hotmail.com
City Hotel,0,235,2016,August,32,6,1,1,Online TA,FRA,96.3,EmilyCook@verizon.com
City Hotel,1,126,2016,August,32,6,2,1,Online TA,PRT,93.17,JoshuaTyler56@protonmail.com
City Hotel,1,8,2016,August,32,6,2,1,Online TA,DEU,151,Bell_Debra@outlook.com
City Hotel,1,113,2016,August,32,6,2,1,Offline TA/TO,PRT,121.21,CameronBarnes52@protonmail.com
City Hotel,1,31,2016,August,32,6,2,1,Online TA,CHN,125.1,Elizabeth_W53@protonmail.com
City Hotel,1,116,2016,August,32,6,2,1,Offline TA/TO,PRT,96.56,DMontgomery@verizon.com
City Hotel,1,101,2016,August,32,6,2,1,Online TA,KOR,107.1,Thomas_Charlotte13@yandex.com
City Hotel,1,126,2016,August,32,6,2,1,Online TA,CN,130.5,Mr..M@outlook.com
City Hotel,1,116,2016,August,32,6,2,1,Offline TA/TO,PRT,113.56,Karen_Newton@gmail.com
City Hotel,1,116,2016,August,32,6,2,1,Offline TA/TO,PRT,86.36,BHart@hotmail.com
City Hotel,1,66,2016,August,32,6,2,2,Online TA,GEO,168.3,Gibson.Hannah@yandex.com
City Hotel,1,122,2016,August,32,6,2,2,Online TA,HKG,114.3,Richard_Robles@mail.com
City Hotel,1,18,2016,August,32,6,2,2,Online TA,ESP,151,Elizabeth.Gonzalez77@xfinity.com
City Hotel,1,32,2016,August,32,6,2,2,Online TA,SWE,152.1,JuanBailey91@hotmail.com
City Hotel,1,129,2016,August,32,6,2,3,Direct,GBR,103.5,MichaelSwanson@zoho.com
City Hotel,1,7,2016,August,32,6,2,3,Online TA,MUS,171,Bonnie_Guerra98@yandex.com
City Hotel,1,30,2016,August,32,6,2,3,Direct,GBR,103.5,Kristina.F@yahoo.com
City Hotel,1,129,2016,August,32,6,2,3,Direct,GBR,103.5,Flores.Anthony@aol.com
City Hotel,1,129,2016,August,32,6,2,3,Direct,GBR,103.5,Joan_I26@att.com
City Hotel,1,129,2016,August,32,6,2,4,Online TA,GBR,114.3,PeterMccall20@aol.com
City Hotel,1,129,2016,August,32,6,2,4,Online TA,GBR,114.3,Brad_Frazier@att.com
City Hotel,1,129,2016,August,32,6,2,4,Online TA,GBR,114.3,BrittanyPerez50@hotmail.com
City Hotel,1,189,2016,August,32,6,2,5,Online TA,ITA,99.45,JLeblanc@xfinity.com
City Hotel,1,186,2016,August,32,6,2,6,Online TA,DEU,130.05,JeffreyWalker23@xfinity.com
City Hotel,0,237,2016,August,32,6,3,6,Direct,DEU,93.25,Booth_Carl@xfinity.com
City Hotel,0,236,2016,August,32,6,3,6,Direct,DEU,93.25,Michael.Smith@att.com
City Hotel,0,237,2016,August,32,6,3,6,Direct,DEU,93.25,Elizabeth.D16@gmail.com
City Hotel,1,151,2016,August,32,6,3,6,Online TA,MOZ,97.75,Cohen.John@verizon.com
City Hotel,0,236,2016,August,32,6,3,6,Direct,DEU,93.25,SMartin@hotmail.com
City Hotel,1,187,2016,August,32,6,4,6,Online TA,FRA,99.45,Nicholas.Murphy@mail.com
City Hotel,1,36,2016,August,33,7,1,0,Online TA,FRA,214.76,Joan.Snow@mail.com
City Hotel,1,148,2016,August,33,7,1,0,Online TA,FRA,114.3,Simmons.Nicholas83@hotmail.com
City Hotel,1,78,2016,August,33,7,1,0,Online TA,GBR,117.9,Gomez.Bonnie@protonmail.com
City Hotel,1,0,2016,August,33,7,1,0,Online TA,RUS,98,Hurley.Michelle@outlook.com
City Hotel,1,78,2016,August,33,7,1,0,Online TA,GBR,117.9,George.Pierce@att.com
City Hotel,1,105,2016,August,33,7,1,0,Offline TA/TO,PRT,99.28,Charles_D82@gmail.com
City Hotel,1,6,2016,August,33,7,1,0,Online TA,ESP,171,Fox_Brandi@outlook.com
City Hotel,1,134,2016,August,33,7,1,0,Online TA,CN,146.7,Jennifer.J@xfinity.com
City Hotel,1,159,2016,August,33,7,2,1,Online TA,BEL,130.5,JohnSmith@zoho.com
City Hotel,0,217,2016,August,33,7,2,1,Online TA,FRA,177.3,Stacy.Navarro75@hotmail.com
City Hotel,1,124,2016,August,33,7,2,1,Online TA,DEU,114.3,Barbara_M@yandex.com
City Hotel,1,195,2016,August,33,7,2,1,Online TA,ESP,146.7,James.H@aol.com
City Hotel,1,125,2016,August,33,7,2,1,Online TA,DEU,108.9,William_W22@gmail.com
City Hotel,1,159,2016,August,33,7,2,1,Online TA,FRA,114.3,Ralph.Smith@outlook.com
City Hotel,1,195,2016,August,33,7,2,1,Online TA,ESP,99,Armstrong_Daniel@zoho.com
City Hotel,1,82,2016,August,33,7,2,1,Online TA,GBR,134.1,Gregory_A@att.com
City Hotel,1,10,2016,August,33,7,2,2,Online TA,ESP,139,Allen.Ashley16@gmail.com
City Hotel,1,7,2016,August,33,7,2,2,Online TA,ESP,151,Chang.Larry@zoho.com
City Hotel,0,214,2016,August,33,7,2,2,Online TA,NLD,158.95,Joseph_Yang@aol.com
City Hotel,1,207,2016,August,33,7,2,2,Online TA,PRT,99.45,LTaylor98@att.com
City Hotel,0,214,2016,August,33,7,2,2,Online TA,NLD,90.95,BOrtega@zoho.com
City Hotel,1,111,2016,August,33,7,2,3,Online TA,ESP,237.6,Washington_Michael@protonmail.com
City Hotel,0,214,2016,August,33,7,2,3,Online TA,DEU,90.95,Lopez_Lindsey60@yandex.com
City Hotel,0,217,2016,August,33,7,2,4,Online TA,BEL,80.75,Angela.A@yahoo.com
City Hotel,0,217,2016,August,33,7,2,4,Online TA,BEL,80.75,BGreen60@comcast.net
City Hotel,1,136,2016,August,33,7,2,5,Online TA,PRT,107.95,SaraMorgan@gmail.com
City Hotel,1,7,2016,August,33,7,2,5,Online TA,TUR,139,HannahCollins@zoho.com
City Hotel,1,217,2016,August,33,7,2,5,Online TA,FRA,167.95,John_C@comcast.net
City Hotel,1,119,2016,August,33,7,4,6,Online TA,ESP,155.7,Alan.Gordon@comcast.net
City Hotel,1,186,2016,August,33,7,4,8,Online TA,MAR,108.45,BrianaDiaz@comcast.net
City Hotel,1,63,2016,August,33,8,1,0,Online TA,FRA,168.3,Jacob.White@aol.com
City Hotel,1,6,2016,August,33,8,1,0,Corporate,PRT,65,Matthews_James@xfinity.com
City Hotel,1,63,2016,August,33,8,1,0,Online TA,FRA,168.3,Lindsey.V@yandex.com
City Hotel,1,6,2016,August,33,8,1,0,Corporate,PRT,65,KHarris@yandex.com
City Hotel,1,10,2016,August,33,8,1,0,Online TA,GBR,139,Steven_W@protonmail.com
City Hotel,1,8,2016,August,33,8,1,1,Online TA,PRT,189,Christine_H12@hotmail.com
City Hotel,1,47,2016,August,33,8,1,1,Online TA,ESP,207.9,Aaron_J@outlook.com
City Hotel,1,33,2016,August,33,8,1,1,Online TA,FRA,125.1,York_Pamela@yahoo.com
City Hotel,1,112,2016,August,33,8,1,2,Direct,PRT,176.7,Alison.L@verizon.com
City Hotel,1,99,2016,August,33,8,1,2,Online TA,ESP,140.4,JHughes91@mail.com
City Hotel,1,215,2016,August,33,8,1,2,Online TA,ITA,96.3,Kevin.Chen@att.com
City Hotel,0,215,2016,August,33,8,1,2,Online TA,BEL,96.3,Felicia.Wilson@yandex.com
City Hotel,1,83,2016,August,33,8,1,2,Online TA,ESP,159.3,KRamirez@gmail.com
City Hotel,1,162,2016,August,33,8,1,2,Online TA,GBR,103.5,Nicholas.W@outlook.com
City Hotel,1,162,2016,August,33,8,1,2,Online TA,GBR,103.5,Ford_Amber@yahoo.com
City Hotel,1,159,2016,August,33,8,1,2,Online TA,FRA,114.3,Andrea_R78@yahoo.com
City Hotel,0,215,2016,August,33,8,1,2,Online TA,BEL,96.3,RDavis@aol.com
City Hotel,1,33,2016,August,33,8,1,2,Online TA,FRA,135.9,Perry_Preston95@verizon.com
City Hotel,1,128,2016,August,33,8,1,2,Online TA,GBR,114.3,Stephanie.K@protonmail.com
City Hotel,1,99,2016,August,33,8,1,2,Online TA,ESP,166.4,Katie.Smith23@att.com
City Hotel,1,33,2016,August,33,8,1,2,Online TA,PRT,135.9,MistyAlvarado@protonmail.com
City Hotel,1,34,2016,August,33,8,1,2,Online TA,DEU,194.85,Gary.P@aol.com
City Hotel,1,120,2016,August,33,8,1,3,Online TA,FRA,127.8,BruceFrazier@yandex.com
City Hotel,1,147,2016,August,33,8,1,3,Online TA,CHE,97.75,Amber.G93@aol.com
City Hotel,1,167,2016,August,33,8,1,3,Online TA,ESP,99.45,Brendan_Sweeney@xfinity.com
City Hotel,1,204,2016,August,33,8,1,3,Online TA,FRA,99.45,NicoleFarmer40@comcast.net
City Hotel,1,147,2016,August,33,8,1,3,Online TA,CHE,97.75,StaceyFerguson50@zoho.com
City Hotel,1,136,2016,August,33,8,1,3,Online TA,ESP,198,SandraTran@att.com
City Hotel,1,194,2016,August,33,8,1,3,Online TA,GBR,114.75,Owens_Matthew@yandex.com
City Hotel,1,73,2016,August,33,8,1,3,Online TA,MOZ,207.9,Hudson_John@gmail.com
City Hotel,1,111,2016,August,33,8,1,3,Online TA,DNK,146.7,AWilson44@zoho.com
City Hotel,1,189,2016,August,33,8,1,3,Offline TA/TO,PRT,72.25,Evelyn.Garcia@zoho.com
City Hotel,1,137,2016,August,33,8,1,3,Online TA,ESP,198,Rivera.Heather@zoho.com
City Hotel,1,213,2016,August,33,8,1,3,Online TA,ITA,80.75,Barber.Breanna59@hotmail.com
City Hotel,1,217,2016,August,33,8,1,4,Online TA,ESP,158.95,Lee.Tracy@hotmail.com
City Hotel,1,198,2016,August,33,8,1,4,Online TA,ESP,99.95,Michael_Beard@att.com
City Hotel,1,125,2016,August,33,8,1,4,Online TA,FRA,114.3,Megan.L@att.com
City Hotel,1,88,2016,August,33,8,1,4,Direct,PRT,152.1,Gilbert_Steven51@yahoo.com
City Hotel,1,128,2016,August,33,8,1,4,Online TA,FRA,119.7,Samantha_Lowe@yandex.com
City Hotel,1,124,2016,August,33,8,1,4,Online TA,FRA,114.3,Joseph_Wilkerson@comcast.net
City Hotel,1,124,2016,August,33,8,1,4,Online TA,GBR,146.7,Gerald.White@gmail.com
City Hotel,1,124,2016,August,33,8,1,5,Online TA,FRA,114.3,MCabrera@yandex.com
City Hotel,1,219,2016,August,33,8,1,5,Online TA,ESP,158.95,Simpson.Nichole@yandex.com
City Hotel,0,226,2016,August,33,8,2,5,Online TA,DEU,90.95,William.Tran@yandex.com
City Hotel,1,109,2016,August,33,8,2,5,Online TA,FRA,108.9,SNelson@aol.com
City Hotel,1,165,2016,August,33,8,2,5,Online TA,FRA,99.45,Taylor.Jimmy63@att.com
City Hotel,1,14,2016,August,33,8,2,5,Offline TA/TO,PRT,116,JAllen@att.com
City Hotel,1,82,2016,August,33,8,3,5,Online TA,FRA,150.3,Johnston_Chad@yandex.com
City Hotel,1,86,2016,August,33,9,0,2,Online TA,CHN,120.69,DMoore@mail.com
City Hotel,1,101,2016,August,33,9,0,2,Online TA,RUS,165.6,Timothy.Richardson@yandex.com
City Hotel,1,99,2016,August,33,9,0,2,Direct,ROU,101.15,Roberts_Mary@att.com
City Hotel,1,200,2016,August,33,9,0,3,Offline TA/TO,PRT,72.25,HBowman@outlook.com
City Hotel,1,11,2016,August,33,9,0,3,Online TA,GBR,151,Michelle_Larson@gmail.com
City Hotel,1,122,2016,August,33,9,0,3,Direct,ROU,97.75,Garcia.Daniel46@yahoo.com
City Hotel,1,183,2016,August,33,9,0,3,Offline TA/TO,PRT,112,Peters.Lisa@protonmail.com
City Hotel,1,200,2016,August,33,9,0,3,Offline TA/TO,PRT,96.9,Dominguez.Rachel45@protonmail.com
City Hotel,1,203,2016,August,33,9,0,3,Online TA,RUS,96.3,TPowers@yahoo.com
City Hotel,1,176,2016,August,33,9,0,3,Online TA,ESP,137.7,Tamara_Rivera91@att.com
City Hotel,1,142,2016,August,33,9,0,3,Online TA,ESP,130.5,Paul_C@outlook.com
City Hotel,1,176,2016,August,33,9,0,3,Online TA,ESP,137.7,SCardenas@protonmail.com
City Hotel,1,183,2016,August,33,9,0,3,Offline TA/TO,PRT,112,Mrs..W@zoho.com
City Hotel,1,45,2016,August,33,9,0,3,Direct,BEL,0,CDavila@att.com
City Hotel,1,5,2016,August,33,9,0,3,Online TA,ITA,151,DLewis@aol.com
City Hotel,1,184,2016,August,33,9,0,4,Online TA,DEU,89.25,Charles_C@xfinity.com
City Hotel,1,133,2016,August,33,9,0,4,Online TA,ROU,114.3,Dennis_Carlson@outlook.com
City Hotel,0,218,2016,August,33,9,0,4,Online TA,ITA,99.95,Matthew.B87@protonmail.com
City Hotel,1,197,2016,August,33,9,0,4,Online TA,FRA,108.45,ChristopherThompson@zoho.com
City Hotel,1,87,2016,August,33,9,0,4,Online TA,DEU,150.3,William.M21@yahoo.com
City Hotel,1,220,2016,August,33,9,0,5,Online TA,ITA,90.95,Ryan_Howell@protonmail.com
City Hotel,1,128,2016,August,33,9,0,5,Online TA,ITA,103.5,CherylBenitez@att.com
City Hotel,1,161,2016,August,33,9,2,6,Online TA,BRA,97.75,DonaldKim@yandex.com
City Hotel,1,213,2016,August,33,9,2,8,Direct,ROU,80.75,AndreaZimmerman@protonmail.com
City Hotel,1,91,2016,August,33,9,4,10,Direct,AGO,247,Lisa_F@hotmail.com
City Hotel,1,162,2016,August,33,9,1,5,Direct,FRA,134.25,JWatson@outlook.com
City Hotel,1,121,2016,August,33,9,2,5,Online TA,ITA,162,Torres_Timothy12@verizon.com
City Hotel,1,34,2016,August,33,10,0,1,Online TA,USA,168.3,Austin.Warner@aol.com
City Hotel,1,19,2016,August,33,10,0,1,Online TA,FRA,166,Johnson_Benjamin@hotmail.com
City Hotel,1,34,2016,August,33,10,0,1,Online TA,USA,149.4,Patrick_Lori@yandex.com
City Hotel,1,47,2016,August,33,10,0,1,Direct,BRA,204.3,BJackson@yahoo.com
City Hotel,1,35,2016,August,33,10,0,1,Online TA,PRT,125.1,EConway62@mail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Susan_Trevino28@att.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Lacey_B@yahoo.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Felicia.F93@yahoo.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,MonicaWilson@protonmail.com
City Hotel,1,36,2016,August,33,10,0,2,Online TA,TUR,135.9,Kelly.Kirk81@yahoo.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Rice_Phillip@aol.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Matthew_Lawson90@att.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,JonathanAvila@zoho.com
City Hotel,1,186,2016,August,33,10,0,2,Online TA,FRA,118.8,EDawson@aol.com
City Hotel,1,228,2016,August,33,10,0,2,Online TA,GBR,90.9,Hall.Crystal@protonmail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Collier_Benjamin54@xfinity.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Sherry.Tapia@protonmail.com
City Hotel,1,217,2016,August,33,10,0,2,Online TA,GBR,96.3,Brian.Phillips43@aol.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Sandoval.Maria@outlook.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Daniel.C@outlook.com
City Hotel,1,35,2016,August,33,10,0,2,Online TA,TUR,125.1,DFranklin96@protonmail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,JessicaOsborn@protonmail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Sarah.Young28@yahoo.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Gallegos_Julie75@gmail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,MichaelSchultz@yandex.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,MFreeman@protonmail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,JasonHansen@mail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Jennifer.F29@gmail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,SKramer@aol.com
City Hotel,1,134,2016,August,33,10,0,2,Online TA,FRA,103.5,Williams_Justin@yahoo.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Martinez.Philip@yandex.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Schaefer.Emily@mail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,Velez_Andrea@gmail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65,TiffanyCombs38@gmail.com
City Hotel,1,221,2016,August,33,10,0,3,Online TA,MAR,86.75,Carter.David@protonmail.com
City Hotel,1,219,2016,August,33,10,0,3,Online TA,MAR,86.5,KCisneros@outlook.com
City Hotel,1,178,2016,August,33,10,0,4,Online TA,BEL,89.25,Sean.Roberts@mail.com
